2,20000,-234.78958305664062
3,30000,-217.50310563964842
4,40000,-205.24993487854005
5,50000,-194.85392858886718
6,60000,-185.77509522094726
7,70000,-179.76692141418457
8,80000,-174.4645555999756
9,90000,-172.83162029418946
10,100000,-174.00833551635742
11,110000,-174.42156311950683
12,120000,-175.3414510925293
13,130000,-177.61354128112794
14,140000,-179.24138420410156
15,150000,-181.0009786834717
16,160000,-183.60902103271485
17,170000,-187.02711748046875
18,180000,-188.99365675354005
19,190000,-190.2591877227783
20,200000,-193.03124308776856
21,210000,-196.66732180480957
22,220000,-200.13863343811036
23,230000,-202.0664049560547
24,240000,-203.73671552429198
25,250000,-206.28242628173828
26,260000,-207.84156707458496
27,270000,-208.7940934387207
28,280000,-209.40870732421874
29,290000,-210.40171734313964
30,300000,-211.4538393585205
31,310000,-213.0552962463379
32,320000,-214.23895680236816
33,330000,-215.4101909576416
34,340000,-216.86400079040527
35,350000,-217.8633321685791
36,360000,-219.43444357299805
37,370000,-221.19951922912597
38,380000,-222.81840766296386
39,390000,-224.25969764099122
40,400000,-226.12539641723632
41,410000,-225.80240205383302
42,420000,-225.6342474975586
43,430000,-225.98954007873536
44,440000,-226.63386602172852
45,450000,-227.69094181518554
46,460000,-228.91373859252928
47,470000,-231.00318639221192
48,480000,-233.14104165649414
49,490000,-234.86126040649415
50,500000,-235.15684883728028
51,510000,-236.3596636505127
52,520000,-237.074299118042
53,530000,-237.42370217590332
54,540000,-237.72440845031738
55,550000,-237.7879474395752
56,560000,-238.02900201416017
57,570000,-238.73140681762695
58,580000,-239.44610292663575
59,590000,-239.638783782959
60,600000,-239.70114533081053
61,610000,-239.44210838623047
62,620000,-239.64257909240723
63,630000,-239.98292262268066
64,640000,-240.30200797424317
65,650000,-240.72905704040528
66,660000,-241.14820481262208
67,670000,-242.15930516052245
68,680000,-243.22661630249024
69,690000,-245.22311669311523
70,700000,-247.1129889404297
71,710000,-249.48848081970215
72,720000,-251.47393219909668
73,730000,-252.7337498474121
74,740000,-254.34486342163086
75,750000,-255.94729465026856
76,760000,-256.8555918914795
77,770000,-253.1196148010254
78,780000,-247.17255938415528
79,790000,-244.67860232543944
80,800000,-244.2173229736328
81,810000,-245.58719763793945
82,820000,-247.4766144317627
83,830000,-247.9856648956299
84,840000,-249.38954034118652
85,850000,-250.97321152038575
86,860000,-252.45347578430176
87,870000,-253.00248871765137
88,880000,-253.57422825012208
89,890000,-254.6018351989746
90,900000,-255.9261795135498
91,910000,-257.15618164367675
92,920000,-257.91798788146974
93,930000,-258.900198928833
94,940000,-259.77531906738284
95,950000,-260.22169520263674
96,960000,-260.28126398010255
97,970000,-261.4729026275635
98,980000,-262.35121154174806
99,990000,-263.1402093383789
100,1000000,-263.6698880493164
